Unique_Advisor_Id,Month,Activity_Type,Activity_Count
1022997,2016 / 11,26,3
1022998,2015 / 06,1,3
1022998,2015 / 06,11,3
1022998,2015 / 06,26,6
1022998,2015 / 07,26,3
1022998,2015 / 09,26,3
1022998,2015 / 10,1,3
1022998,2015 / 10,26,3
1022998,2015 / 11,25,3
1022998,2015 / 12,17,3
1022998,2016 / 02,25,3
1022998,2016 / 04,1,6
1022998,2016 / 04,26,3
1022998,2016 / 05,1,6
1022998,2016 / 05,26,6
1022998,2016 / 06,26,3
1022998,2016 / 07,11,3
1022998,2016 / 07,25,3
1022998,2016 / 07,26,3
1022998,2016 / 10,22,3
1022998,2016 / 10,26,3
1022999,2015 / 04,25,3
1022999,2015 / 07,26,3
1022999,2015 / 12,16,3
1023000,2015 / 10,1,3
1023000,2015 / 10,16,3
1023000,2015 / 10,25,3
1023000,2016 / 03,22,3
1023000,2016 / 03,6,3
1023000,2016 / 04,26,3
1023000,2016 / 07,25,3
1023000,2016 / 10,26,3
1023000,2016 / 11,25,3
1023008,2015 / 10,1,6
1023008,2015 / 10,26,6
1023008,2015 / 11,26,3
1023008,2016 / 02,26,3
1023008,2016 / 03,1,3
1023008,2016 / 03,26,3
1023008,2016 / 03,5,3
1023008,2016 / 06,26,3
1023008,2016 / 07,26,3
1023008,2016 / 09,26,3
1023008,2016 / 11,26,6
1023011,2015 / 03,11,6
1023011,2015 / 03,16,3
1023011,2015 / 03,26,3
1023011,2015 / 06,16,3
1023011,2015 / 06,26,3
1023011,2015 / 07,22,3
1023011,2015 / 08,26,3
1023011,2015 / 09,16,3
1023011,2015 / 11,22,3
1023011,2016 / 01,13,3
1023011,2016 / 01,22,3
1023011,2016 / 01,26,6
1023011,2016 / 04,16,6
1023011,2016 / 05,22,3
1023011,2016 / 06,26,3
1023011,2016 / 07,26,3
1023011,2016 / 08,11,3
1023011,2016 / 08,16,3
1023011,2016 / 10,16,3
1023011,2016 / 10,22,3
1023011,2016 / 10,25,3
1023011,2016 / 11,22,3
1023011,2016 / 11,25,3
1023012,2015 / 01,26,3
1023012,2015 / 06,26,3
1023012,2015 / 07,26,3
1023012,2015 / 08,16,6
1023012,2015 / 10,16,3
1023012,2015 / 11,26,3
1023012,2016 / 02,26,3
1023012,2016 / 03,26,3
1023012,2016 / 05,26,3
1023012,2016 / 06,16,3
1023012,2016 / 07,26,3
1023012,2016 / 08,26,6
1023012,2016 / 09,26,3
1023012,2016 / 10,26,3
1023012,2016 / 11,26,3
1023013,2015 / 04,26,3
1023013,2015 / 07,16,3
1023013,2015 / 07,26,3
1023013,2015 / 12,26,3
1023013,2016 / 01,26,3
1023013,2016 / 05,1,3
1023013,2016 / 05,12,3
1023013,2016 / 05,13,3
1023013,2016 / 06,26,3
1023013,2016 / 08,22,3
1023013,2016 / 10,26,3
1023014,2015 / 08,26,3
1023014,2016 / 03,26,3
1023014,2016 / 11,13,3
1023016,2015 / 03,11,6
1023016,2015 / 03,17,3
1023016,2015 / 04,17,3
1023016,2015 / 04,26,6
1023016,2015 / 09,1,3
1023016,2015 / 09,26,3
1023016,2015 / 11,17,3
1023016,2016 / 02,1,3
1023016,2016 / 02,26,3
1023016,2016 / 03,1,3
1023016,2016 / 03,26,3
1023016,2016 / 05,1,3
1023016,2016 / 05,17,3
1023016,2016 / 08,11,3
1023016,2016 / 08,26,3
1023016,2016 / 11,11,3
1023016,2016 / 11,26,3
1023021,2015 / 04,26,3
1023021,2015 / 05,11,3
1023021,2015 / 06,26,3
1023021,2015 / 07,17,3
1023021,2015 / 07,25,3
1023021,2015 / 07,26,3
1023021,2015 / 09,16,3
1023021,2015 / 10,26,6
1023021,2016 / 01,13,3
1023021,2016 / 01,26,6
1023021,2016 / 02,26,3
1023021,2016 / 04,26,3
1023021,2016 / 05,16,3
1023021,2016 / 05,26,6
1023021,2016 / 07,16,3
1023021,2016 / 07,26,3
1023021,2016 / 08,16,3
1023021,2016 / 08,26,3
1023021,2016 / 09,26,3
1023021,2016 / 10,26,3
1023021,2016 / 11,16,3
1023021,2016 / 12,26,3
1023024,2015 / 04,26,3
1023024,2015 / 07,26,3
1023024,2015 / 10,26,3
1023024,2015 / 11,26,3
1023024,2016 / 01,26,3
1023024,2016 / 02,26,3
1023024,2016 / 03,22,3
1023024,2016 / 03,26,3
1023024,2016 / 06,26,3
1023024,2016 / 07,16,3
1023024,2016 / 08,16,3
1023024,2016 / 10,26,3
1023024,2016 / 11,16,3
1023024,2016 / 11,25,3
1023031,2015 / 11,26,3
1023031,2016 / 02,26,3
1023031,2016 / 04,1,3
1023031,2016 / 04,17,3
1023031,2016 / 07,25,3
1023031,2016 / 10,11,3
1023031,2016 / 10,26,3
1023032,2016 / 03,13,3
1023032,2016 / 05,16,3
1023032,2016 / 11,16,3
1023041,2015 / 11,13,3
1023041,2016 / 05,26,3
1023041,2016 / 08,26,3
1023041,2016 / 11,26,3
1023119,2015 / 06,22,3
1023119,2016 / 05,25,3
1023120,2015 / 03,16,3
1023120,2015 / 06,1,3
1023120,2015 / 06,22,3
1023120,2015 / 10,16,6
1023120,2016 / 04,26,3
1023120,2016 / 06,25,3
1023120,2016 / 09,16,3
1023120,2016 / 09,26,3
1023120,2016 / 11,26,3
1023121,2015 / 04,11,3
1023121,2015 / 04,25,3
1023121,2015 / 06,1,3
1023121,2015 / 08,1,3
1023121,2015 / 08,26,6
1023121,2015 / 09,1,3
1023121,2015 / 09,26,6
1023121,2015 / 11,25,3
1023121,2016 / 02,1,3
1023121,2016 / 02,25,6
1023121,2016 / 02,26,3
1023121,2016 / 03,1,3
1023121,2016 / 03,26,3
1023121,2016 / 04,1,3
1023121,2016 / 04,26,3
1023121,2016 / 05,1,6
1023121,2016 / 05,25,3
1023121,2016 / 06,26,3
1023121,2016 / 07,11,3
1023121,2016 / 07,26,3
1023121,2016 / 08,11,3
1023121,2016 / 08,26,3
1023121,2016 / 09,11,3
1023121,2016 / 09,25,3
1023121,2016 / 10,11,3
1023121,2016 / 10,17,3
1023121,2016 / 10,25,3
1023121,2016 / 11,11,6
1023121,2016 / 11,17,3
1023121,2016 / 11,25,3
1023121,2016 / 11,26,3
1023134,2015 / 09,26,3
1023134,2015 / 12,26,3
1023134,2016 / 06,26,3
1023134,2016 / 08,26,3
1023141,2015 / 07,1,9
1023141,2015 / 07,16,3
1023141,2015 / 07,25,3
1023141,2015 / 08,22,3
1023141,2016 / 02,25,3
1023141,2016 / 04,1,3
1023141,2016 / 05,1,3
1023141,2016 / 08,11,3
1023141,2016 / 11,22,3
1023150,2016 / 01,22,3
1023150,2016 / 11,22,3
1023150,2016 / 11,25,3
1023151,2015 / 07,1,3
1023151,2015 / 11,1,3
1023151,2015 / 11,26,3
1023151,2016 / 03,1,3
1023151,2016 / 04,25,3
1023151,2016 / 05,1,3
1023151,2016 / 05,26,6
1023151,2016 / 06,25,3
1023151,2016 / 07,25,3
1023151,2016 / 09,11,3
1023151,2016 / 09,26,3
1023151,2016 / 10,25,3
1023151,2016 / 11,11,3
1023151,2016 / 11,22,3
1023151,2016 / 11,26,3
1023151,2016 / 12,26,3
1023158,2015 / 04,26,3
1023158,2015 / 06,26,3
1023158,2015 / 07,22,3
1023158,2016 / 10,26,3
1023160,2015 / 03,17,3
1023160,2015 / 03,26,3
1023160,2016 / 03,25,3
1023160,2016 / 08,26,3
1023163,2016 / 03,1,3
1023163,2016 / 03,26,6
1023163,2016 / 08,11,3
1023163,2016 / 08,25,3
1023163,2016 / 11,26,3
1023164,2015 / 06,22,3
1023164,2015 / 07,16,3
1023164,2016 / 01,13,3
1023164,2016 / 02,26,3
1023164,2016 / 03,25,3
1023164,2016 / 04,1,3
1023164,2016 / 04,17,3
1023164,2016 / 04,26,6
1023164,2016 / 05,16,3
1023164,2016 / 05,17,3
1023164,2016 / 05,26,6
1023164,2016 / 06,16,3
1023164,2016 / 06,25,3
1023164,2016 / 06,26,12
1023164,2016 / 07,26,6
1023164,2016 / 08,16,3
1023164,2016 / 08,19,3
1023164,2016 / 08,26,3
1023164,2016 / 09,26,3
1023164,2016 / 11,26,3
1023166,2015 / 02,26,3
1023166,2016 / 06,26,3
1023166,2016 / 08,26,3
1023167,2015 / 07,4,3
1023167,2016 / 02,1,3
1023167,2016 / 02,13,3
1023167,2016 / 02,26,6
1023167,2016 / 03,26,3
1023167,2016 / 04,26,3
1023167,2016 / 06,26,3
1023167,2016 / 08,16,6
1023167,2016 / 09,26,3
1023167,2016 / 11,11,3
1023167,2016 / 11,17,6
1023167,2016 / 11,26,3
1023172,2015 / 07,26,3
1023172,2015 / 09,26,6
1023172,2015 / 12,26,3
1023176,2015 / 10,26,3
1023176,2016 / 02,1,3
1023176,2016 / 02,25,3
1023176,2016 / 03,25,3
1023176,2016 / 03,26,3
1023176,2016 / 04,26,3
1023176,2016 / 05,25,3
1023176,2016 / 06,26,3
1023176,2016 / 08,26,3
1023176,2016 / 09,26,3
1023176,2016 / 10,26,3
1023176,2016 / 11,26,3
1023179,2015 / 02,26,3
1023179,2015 / 06,22,3
1023179,2015 / 08,16,3
1023179,2015 / 09,16,3
1023179,2015 / 09,22,3
1023179,2015 / 09,26,3
1023179,2016 / 01,13,3
1023179,2016 / 03,13,3
1023179,2016 / 03,22,3
1023179,2016 / 03,26,3
1023179,2016 / 04,16,3
1023179,2016 / 04,25,3
1023179,2016 / 07,16,3
1023179,2016 / 09,16,3
1023179,2016 / 09,26,3
1023179,2016 / 10,26,3
1023179,2016 / 10,4,3
1023179,2016 / 11,25,3
1023179,2016 / 12,16,3
1023186,2015 / 03,16,3
1023186,2015 / 05,17,6
1023186,2015 / 11,1,3
1023186,2015 / 11,25,6
1023186,2015 / 12,1,3
1023186,2015 / 12,25,3
1023186,2015 / 12,26,6
1023186,2016 / 01,1,6
1023186,2016 / 01,13,3
1023186,2016 / 01,25,3
1023186,2016 / 01,26,3
1023186,2016 / 02,1,3
1023186,2016 / 02,25,3
1023186,2016 / 02,26,3
1023186,2016 / 03,13,3
1023186,2016 / 03,25,3
1023186,2016 / 08,26,3
1023186,2016 / 11,16,3
1024123,2015 / 03,16,3
1024123,2015 / 06,22,3
1024123,2015 / 09,22,3
1024123,2015 / 11,13,3
1024123,2016 / 02,13,3
1024123,2016 / 03,26,3
1024123,2016 / 04,16,3
1024123,2016 / 04,26,3
1024123,2016 / 05,16,3
1024123,2016 / 05,26,3
1024123,2016 / 08,16,6
1024123,2016 / 08,26,3
1024123,2016 / 11,14,3
1024123,2016 / 11,25,3
1024125,2016 / 02,1,6
1024125,2016 / 02,26,3
1024125,2016 / 03,26,6
1024125,2016 / 05,1,9
1024125,2016 / 05,26,3
1024125,2016 / 06,22,3
1024125,2016 / 06,25,3
1024125,2016 / 06,26,6
1024125,2016 / 07,17,3
1024125,2016 / 07,26,3
1024126,2015 / 11,13,3
1024126,2015 / 12,26,3
1024126,2016 / 01,26,3
1024126,2016 / 03,22,3
1024126,2016 / 06,26,3
1024126,2016 / 09,11,3
1024126,2016 / 09,26,3
1024132,2015 / 03,11,6
1024132,2015 / 03,26,6
1024132,2015 / 04,11,3
1024132,2015 / 04,25,3
1024132,2015 / 04,26,6
1024132,2015 / 05,11,3
1024132,2015 / 05,26,3
1024132,2015 / 06,1,3
1024132,2015 / 06,22,6
1024132,2015 / 06,26,9
1024132,2015 / 07,1,3
1024132,2015 / 07,22,3
1024132,2015 / 07,26,9
1024132,2015 / 08,1,3
1024132,2015 / 08,26,3
1024132,2015 / 09,1,6
1024132,2015 / 09,25,6
1024132,2015 / 09,26,3
1024132,2015 / 10,26,3
1024132,2015 / 11,1,6
1024132,2015 / 11,22,3
1024132,2015 / 12,1,3
1024132,2015 / 12,26,6
1024132,2016 / 01,1,6
1024132,2016 / 02,1,3
1024132,2016 / 02,26,6
1024132,2016 / 03,1,6
1024132,2016 / 03,22,3
1024132,2016 / 03,26,3
1024132,2016 / 04,1,3
1024132,2016 / 04,26,3
1024132,2016 / 05,1,3
1024132,2016 / 05,22,3
1024132,2016 / 05,26,3
1024132,2016 / 06,1,3
1024132,2016 / 06,11,6
1024132,2016 / 07,11,6
1024132,2016 / 07,16,3
1024132,2016 / 07,17,3
1024132,2016 / 08,11,3
1024132,2016 / 08,26,3
1024132,2016 / 09,11,12
1024132,2016 / 10,11,12
1024132,2016 / 11,11,12
1024132,2016 / 11,16,6
1024132,2016 / 11,22,3
1024132,2016 / 11,26,6
1024132,2016 / 12,11,3
1024132,2016 / 12,25,3
1024138,2015 / 11,1,3
1024138,2015 / 11,26,3
1024138,2016 / 06,1,3
1024138,2016 / 06,26,3
1024138,2016 / 09,26,3
1024138,2016 / 11,26,3
1024140,2015 / 03,22,3
1024140,2015 / 06,22,3
1024140,2015 / 06,26,3
1024140,2015 / 08,22,6
1024140,2015 / 08,26,3
1024140,2015 / 09,25,3
1024140,2016 / 02,1,3
1024140,2016 / 02,22,3
1024140,2016 / 02,26,3
1024140,2016 / 03,26,6
1024140,2016 / 04,26,3
1024140,2016 / 05,1,9
1024140,2016 / 05,16,3
1024140,2016 / 05,26,3
1024140,2016 / 06,11,12
1024140,2016 / 06,26,3
1024140,2016 / 07,11,9
1024140,2016 / 07,26,3
1024140,2016 / 08,11,12
1024140,2016 / 09,11,15
1024140,2016 / 09,16,6
1024140,2016 / 10,11,12
1024140,2016 / 11,11,27
1024140,2016 / 11,25,3
1024140,2016 / 12,11,6
1024142,2015 / 06,16,3
1024142,2015 / 09,16,3
1024142,2016 / 02,1,3
1024142,2016 / 02,26,3
1024142,2016 / 11,26,3
1024143,2015 / 09,22,3
1024143,2016 / 02,13,3
1024143,2016 / 04,16,3
1024143,2016 / 04,17,3
1024143,2016 / 05,16,3
1024143,2016 / 06,26,3
1024143,2016 / 08,16,6
1024143,2016 / 09,26,3
1024143,2016 / 11,16,3
1024143,2016 / 11,26,3
1024149,2015 / 04,11,3
1024149,2015 / 08,26,3
1024149,2015 / 10,1,3
1024149,2015 / 11,12,3
1024149,2016 / 02,26,3
1024149,2016 / 06,11,3
1024149,2016 / 07,11,6
1024149,2016 / 07,26,3
1024149,2016 / 10,11,9
1024149,2016 / 11,11,3
1024149,2016 / 11,26,3
1024155,2015 / 04,26,3
1024155,2016 / 06,26,3
1024155,2016 / 07,11,3
1024155,2016 / 10,26,3
1024155,2016 / 11,26,3
1024158,2015 / 07,26,3
1024158,2016 / 05,1,3
1024158,2016 / 05,26,3
1024158,2016 / 07,16,3
1024158,2016 / 07,26,6
1024158,2016 / 10,26,3
1024158,2016 / 11,26,6
1024169,2015 / 09,1,3
1024169,2015 / 09,25,3
1024169,2015 / 10,1,3
1024169,2015 / 10,25,3
1024169,2015 / 11,26,3
1024169,2015 / 12,26,3
1024169,2016 / 01,1,6
1024169,2016 / 01,26,6
1024169,2016 / 03,1,6
1024169,2016 / 03,26,6
1024169,2016 / 06,1,3
1024169,2016 / 06,11,3
1024169,2016 / 06,25,3
1024169,2016 / 07,11,3
1024169,2016 / 07,26,3
1024169,2016 / 09,11,3
1024169,2016 / 09,26,3
1024169,2016 / 10,11,3
1024169,2016 / 10,26,3
1024169,2016 / 11,26,3
1024172,2016 / 05,26,3
1024177,2015 / 07,1,3
1024177,2015 / 08,1,3
1024177,2015 / 09,22,3
1024177,2015 / 12,26,3
1024177,2016 / 04,1,3
1024177,2016 / 04,26,3
1024177,2016 / 06,25,3
1024177,2016 / 06,26,6
1024177,2016 / 08,26,6
1024177,2016 / 11,11,3
1024177,2016 / 11,26,6
1024184,2016 / 05,26,3
1024184,2016 / 07,11,3
1024184,2016 / 07,26,3
1024184,2016 / 08,26,3
1024184,2016 / 09,26,3
1024184,2016 / 11,26,3
1024187,2016 / 02,13,3
1024187,2016 / 09,16,3
1024187,2016 / 11,17,3
1024188,2015 / 02,26,3
1024188,2015 / 06,26,3
1024190,2016 / 02,1,21
1024190,2016 / 02,26,6
1024190,2016 / 03,26,3
1024190,2016 / 06,11,3
1024190,2016 / 06,26,3
1024190,2016 / 07,17,3
1024190,2016 / 07,22,3
1024190,2016 / 07,26,3
1024190,2016 / 09,11,3
1024190,2016 / 09,25,3
1024190,2016 / 09,26,6
1024196,2015 / 08,26,3
1024196,2015 / 09,1,3
1024196,2015 / 09,26,3
1024196,2015 / 10,16,3
1024196,2015 / 10,26,3
1024196,2015 / 11,26,3
1024196,2016 / 01,26,3
1024196,2016 / 02,1,3
1024196,2016 / 02,26,3
1024196,2016 / 03,26,3
1024196,2016 / 05,26,3
1024196,2016 / 08,26,3
1024196,2016 / 10,22,6
1024196,2016 / 11,11,3
1024196,2016 / 11,22,3
1024196,2016 / 11,26,6
1024197,2015 / 10,1,3
1024197,2015 / 10,26,6
1024197,2015 / 11,22,3
1024197,2016 / 08,25,3
1024204,2015 / 06,1,3
1024204,2015 / 06,26,3
1024204,2015 / 07,26,3
1024204,2016 / 08,16,3
1024204,2016 / 12,26,3
1024209,2015 / 04,26,3
1024209,2015 / 05,26,3
1024209,2015 / 07,26,6
1024209,2015 / 12,26,3
1024209,2016 / 02,26,3
1024209,2016 / 03,13,3
1024209,2016 / 03,26,6
1024209,2016 / 04,26,9
1024209,2016 / 05,25,3
1024209,2016 / 07,26,3
1024209,2016 / 10,26,3
1024209,2016 / 11,26,3
1024209,2016 / 12,25,3
1024210,2015 / 06,26,6
1024210,2015 / 08,26,3
1024210,2016 / 03,26,3
1024210,2016 / 09,16,3
1024210,2016 / 10,25,3
1024214,2015 / 04,11,3
1024214,2015 / 04,26,3
1024214,2015 / 06,25,3
1024214,2015 / 06,26,3
1024214,2015 / 07,26,3
1024214,2016 / 03,1,6
1024214,2016 / 03,22,3
1024214,2016 / 04,1,3
1024214,2016 / 05,1,3
1024214,2016 / 10,11,3
1024214,2016 / 10,26,3
1024217,2015 / 02,11,3
1024217,2016 / 05,1,3
1024217,2016 / 05,26,3
1024217,2016 / 08,11,3
1024217,2016 / 08,26,3
1024217,2016 / 12,26,3
1024218,2015 / 05,26,6
1024218,2015 / 06,26,6
1024218,2015 / 07,26,3
1024218,2015 / 08,1,3
1024218,2015 / 08,26,3
1024218,2015 / 09,1,3
1024218,2015 / 09,26,3
1024218,2015 / 10,1,3
1024218,2015 / 10,26,6
1024218,2015 / 11,26,6
1024218,2016 / 01,26,3
1024218,2016 / 02,26,3
1024218,2016 / 03,26,3
1024218,2016 / 04,26,3
1024218,2016 / 05,17,3
1024218,2016 / 06,26,3
1024218,2016 / 07,26,3
1024218,2016 / 08,11,3
1024218,2016 / 08,25,3
1024218,2016 / 09,26,3
1024218,2016 / 11,11,3
1024218,2016 / 11,26,3
1024220,2015 / 06,26,6
1024220,2015 / 08,25,3
1024220,2015 / 08,26,3
1024220,2015 / 08,7,6
1024220,2015 / 09,17,3
1024220,2015 / 09,26,6
1024220,2015 / 11,13,3
1024220,2015 / 11,26,3
1024220,2015 / 12,25,3
1024220,2016 / 02,13,3
1024220,2016 / 02,22,3
1024220,2016 / 06,26,3
1024220,2016 / 08,11,3
1024220,2016 / 08,17,3
1024220,2016 / 08,25,3
1024220,2016 / 09,17,9
1024220,2016 / 10,16,3
1024220,2016 / 11,26,3
1024224,2015 / 02,26,6
1024224,2015 / 03,16,3
1024224,2015 / 04,26,3
1024224,2015 / 05,26,3
1024224,2015 / 07,26,3
1024224,2015 / 09,26,3
1024224,2015 / 12,25,3
1024224,2016 / 02,13,3
1024224,2016 / 04,16,3
1024224,2016 / 05,25,3
1024224,2016 / 08,11,3
1024224,2016 / 08,25,3
1024224,2016 / 11,26,3
1024231,2016 / 02,26,3
1024231,2016 / 03,26,3
1024231,2016 / 06,26,3
1024231,2016 / 08,26,3
1024231,2016 / 11,26,3
1024235,2015 / 06,17,3
1024235,2015 / 06,26,3
1024235,2015 / 07,16,3
1024235,2015 / 07,17,6
1024235,2015 / 07,26,9
1024235,2015 / 12,17,6
1024235,2016 / 01,13,3
1024235,2016 / 01,25,3
1024235,2016 / 02,13,3
1024235,2016 / 06,16,3
1024235,2016 / 06,25,3
1024235,2016 / 07,26,3
1024235,2016 / 08,16,3
1024235,2016 / 08,26,3
1024235,2016 / 09,26,3
1024235,2016 / 11,26,3
1024241,2015 / 07,16,3
1024241,2015 / 07,22,3
1024241,2015 / 08,22,3
1024241,2016 / 01,22,3
1024241,2016 / 03,22,3
1024241,2016 / 03,6,3
1024241,2016 / 04,1,3
1024241,2016 / 04,11,3
1024241,2016 / 04,22,6
1024241,2016 / 05,1,3
1024241,2016 / 05,11,3
1024241,2016 / 05,22,3
1024241,2016 / 05,26,3
1024241,2016 / 06,22,3
1024241,2016 / 06,25,3
1024241,2016 / 06,26,9
1024241,2016 / 08,22,3
1024241,2016 / 08,26,3
1024241,2016 / 10,22,3
1024241,2016 / 11,11,3
1024241,2016 / 11,22,3
1024241,2016 / 11,25,3
1024241,2016 / 11,26,6
1024243,2015 / 03,16,3
1024243,2015 / 09,25,3
1024243,2015 / 10,13,3
1024243,2015 / 10,16,3
1024243,2016 / 03,22,3
1024243,2016 / 03,25,3
1024243,2016 / 06,26,3
1024243,2016 / 08,26,3
1024243,2016 / 11,16,3
1024243,2016 / 11,26,3
1024243,2016 / 12,26,3
1024251,2016 / 05,26,3
1026364,2015 / 08,26,3
1026364,2016 / 02,13,3
1026364,2016 / 02,26,3
1026364,2016 / 03,26,6
1026364,2016 / 04,26,3
1026364,2016 / 05,26,3
1026364,2016 / 07,26,3
1026364,2016 / 09,16,3
1026364,2016 / 10,26,3
1026364,2016 / 11,16,3
1026364,2016 / 11,26,3
1026929,2016 / 07,22,3
1026929,2016 / 07,26,6
1027046,2016 / 01,25,3
1027046,2016 / 02,26,3
1027046,2016 / 05,13,3
1027046,2016 / 08,26,3
1027046,2016 / 11,26,3
1028882,2015 / 02,26,3
1028882,2015 / 06,26,6
1028882,2015 / 07,26,6
1028882,2016 / 03,26,3
1028882,2016 / 04,26,3
1028882,2016 / 05,16,3
1028882,2016 / 06,26,6
1028882,2016 / 08,26,3
1028882,2016 / 11,26,3
1028882,2016 / 12,26,3
1028883,2015 / 04,11,3
1028883,2015 / 04,13,6
1028883,2016 / 02,26,3
1028910,2015 / 11,13,3
1029226,2016 / 02,26,3
1029226,2016 / 03,26,3
1029226,2016 / 04,26,3
1029412,2015 / 03,26,3
1029412,2015 / 06,11,6
1029412,2015 / 06,22,3
1029412,2015 / 06,25,3
1029412,2015 / 08,16,3
1029412,2015 / 09,26,3
1029412,2015 / 10,25,3
1029412,2015 / 10,26,3
1029412,2015 / 12,26,3
1029412,2016 / 01,1,3
1029412,2016 / 01,26,6
1029412,2016 / 02,13,3
1029412,2016 / 03,26,6
1029412,2016 / 05,1,3
1029412,2016 / 05,25,3
1029412,2016 / 06,25,3
1029412,2016 / 08,16,3
1029412,2016 / 09,26,3
1029412,2016 / 11,26,3
1029438,2015 / 06,26,3
1029438,2016 / 01,26,3
1029438,2016 / 03,26,3
1029438,2016 / 09,26,3
1029438,2016 / 10,26,3
1029438,2016 / 11,22,3
1030398,2015 / 03,11,6
1030398,2015 / 03,26,6
1030398,2015 / 04,11,3
1030398,2015 / 04,25,9
1030398,2015 / 05,11,3
1030398,2015 / 05,13,3
1030398,2015 / 05,26,3
1030398,2015 / 06,26,6
1030398,2015 / 07,26,3
1030398,2015 / 08,1,6
1030398,2015 / 08,25,3
1030398,2015 / 11,26,6
1030398,2015 / 12,26,3
1030398,2016 / 01,26,3
1030398,2016 / 02,11,3
1030398,2016 / 02,22,3
1030398,2016 / 02,26,3
1030398,2016 / 03,25,3
1030398,2016 / 03,26,3
1030398,2016 / 04,26,6
1030398,2016 / 05,13,3
1030398,2016 / 05,26,3
1030398,2016 / 08,26,3
1030398,2016 / 09,22,3
1030398,2016 / 09,26,3
1030398,2016 / 10,25,3
1030398,2016 / 10,26,3
1030398,2016 / 11,26,3
1030407,2016 / 08,11,3
1030407,2016 / 08,26,3
1030407,2016 / 09,26,3
1030413,2015 / 04,26,3
1030413,2015 / 07,26,3
1030413,2016 / 01,25,6
1030413,2016 / 01,26,15
1030413,2016 / 02,1,3
1030413,2016 / 02,25,3
1030413,2016 / 05,1,9
1030413,2016 / 05,12,3
1030413,2016 / 05,26,6
1030413,2016 / 06,26,3
1030413,2016 / 07,26,3
1030413,2016 / 10,26,3
1030480,2015 / 03,11,3
1030480,2015 / 03,17,3
1030480,2015 / 03,26,3
1030480,2015 / 07,26,3
1030480,2015 / 08,1,9
1030480,2015 / 08,25,3
1030480,2015 / 08,26,3
1030480,2015 / 12,26,3
1030480,2016 / 02,17,3
1030480,2016 / 02,25,3
1030480,2016 / 03,25,3
1030480,2016 / 08,26,3
1030480,2016 / 09,22,3
1030480,2016 / 09,25,3
1030480,2016 / 11,26,6
1030534,2015 / 03,16,3
1030534,2015 / 09,16,3
1030534,2015 / 09,26,3
1030534,2015 / 10,16,3
1030534,2015 / 10,26,6
1030534,2015 / 11,1,3
1030534,2015 / 11,13,3
1030534,2015 / 11,17,3
1030534,2015 / 11,26,6
1030534,2016 / 01,26,3
1030534,2016 / 02,17,3
1030534,2016 / 02,26,3
1030534,2016 / 03,13,3
1030534,2016 / 04,1,6
1030534,2016 / 04,25,3
1030534,2016 / 05,1,3
1030534,2016 / 05,25,3
1030534,2016 / 06,25,3
1030534,2016 / 08,25,3
1030534,2016 / 09,26,6
1030534,2016 / 10,16,3
1030534,2016 / 10,26,3
1030534,2016 / 11,16,3
1030534,2016 / 12,25,3
1030535,2016 / 01,25,3
1030535,2016 / 04,16,3
1030535,2016 / 10,16,3
1030535,2016 / 10,25,3
1030540,2016 / 07,26,3
1030542,2015 / 02,11,3
1030542,2015 / 02,12,3
1030542,2015 / 02,25,3
1030542,2015 / 02,26,3
1030542,2015 / 03,11,6
1030542,2015 / 03,25,3
1030542,2015 / 03,26,6
1030542,2015 / 04,11,3
1030542,2015 / 04,26,3
1030542,2015 / 06,1,6
1030542,2015 / 06,11,3
1030542,2015 / 06,26,9
1030542,2015 / 07,1,6
1030542,2015 / 07,22,3
1030542,2015 / 07,26,3
1030542,2015 / 08,26,3
1030542,2015 / 09,1,3
1030542,2015 / 09,16,3
1030542,2015 / 09,26,6
1030542,2015 / 10,1,3
1030542,2015 / 10,22,3
1030542,2015 / 10,25,3
1030542,2015 / 11,1,3
1030542,2015 / 11,26,6
1030542,2016 / 01,1,3
1030542,2016 / 01,26,6
1030542,2016 / 02,22,3
1030542,2016 / 02,26,3
1030542,2016 / 03,26,3
1030542,2016 / 04,1,3
1030542,2016 / 05,26,3
1030542,2016 / 06,26,3
1030542,2016 / 07,11,3
1030542,2016 / 07,26,3
1030542,2016 / 08,26,3
1030542,2016 / 09,16,3
1030542,2016 / 09,26,3
1030542,2016 / 10,26,3
1030542,2016 / 11,26,3
1030549,2015 / 05,11,3
1030549,2015 / 05,26,3
1030549,2015 / 06,1,3
1030549,2015 / 06,11,3
1030549,2015 / 08,26,3
1030549,2015 / 11,26,3
1030549,2015 / 12,26,3
1030549,2016 / 01,1,3
1030549,2016 / 01,17,3
1030549,2016 / 01,26,3
1030549,2016 / 02,1,3
1030549,2016 / 02,26,3
1030549,2016 / 03,17,3
1030549,2016 / 04,1,6
1030549,2016 / 04,26,3
1030549,2016 / 05,1,6
1030549,2016 / 05,17,6
1030549,2016 / 05,26,9
1030549,2016 / 06,11,3
1030549,2016 / 06,17,6
1030549,2016 / 06,26,9
1030549,2016 / 07,11,3
1030549,2016 / 07,26,3
1030549,2016 / 08,11,3
1030549,2016 / 09,11,3
1030549,2016 / 09,17,3
1030549,2016 / 09,26,3
1030549,2016 / 10,22,3
1030549,2016 / 10,26,3
1030549,2016 / 11,26,3
1030554,2015 / 10,22,3
1030554,2016 / 01,26,3
1030554,2016 / 01,5,3
1030554,2016 / 02,5,3
1030554,2016 / 03,22,3
1030554,2016 / 07,25,3
