Unique_Investment_Id,Morningstar Category,Month,Investment,Rating,1 Yr % Rank,3 Yr % Rank,5 Yr % Rank,10 Yr % Rank,1 Yr Return,3 Yr Return,5 Yr Return,10 Yr Return,1 Yr Excess Return vs Primary Ix,3 Yr Excess Return vs Primary Ix,5 Yr Excess Return vs Primary Ix,10 Yr Excess Return vs Primary Ix,1 Yr Excess Return vs Category Ix,3 Yr Excess Return vs Category Ix,5 Yr Excess Return vs Category Ix,10 Yr Excess Return vs Category Ix,Net Flows
11674,US Fund Equity Energy,2016 / 12,Invesco Energy A,3,78,67,68,53,24.559346,-10.028797,-2.568501,0.966815,12.599423,-18.900741,-17.228943,-5.978869,-2.747435,-6.62032,-5.917627,-3.136853,252944892
11675,US Fund Equity Energy,2015 / 01,Invesco Energy B,3,63,77,65,54,-17.432494,-4.1105,0.536833,5.97196,-31.657402,-21.578645,-15.059697,-1.639706,-9.583079,-7.732586,-7.753633,-2.587677,528019984
11675,US Fund Equity Energy,2015 / 02,Invesco Energy B,3,71,75,69,55,-19.432396,-4.298873,0.80677,5.01652,-34.938292,-22.298684,-15.377871,-2.97304,-10.866165,-7.40501,-7.890081,-2.206772,703714305
11675,US Fund Equity Energy,2015 / 03,Invesco Energy B,3,75,76,66,55,-24.720833,-3.657095,-0.294282,4.721877,-37.452472,-19.77154,-14.7598,-3.288482,-12.167185,-7.280032,-7.937507,-2.648929,154777065
11675,US Fund Equity Energy,2015 / 04,Invesco Energy B,3,75,73,59,51,-19.228761,0.896488,1.873658,6.816239,-32.206724,-15.832824,-12.451911,-1.504504,-8.256045,-5.417144,-6.201451,-1.893692,399802690
11675,US Fund Equity Energy,2015 / 05,Invesco Energy B,3,74,78,55,49,-25.544551,3.15762,3.40358,5.553623,-37.350781,-16.51713,-13.138173,-2.56642,-9.058551,-5.312022,-6.238087,-2.372845,100734531
11675,US Fund Equity Energy,2015 / 06,Invesco Energy B,3,72,78,55,49,-32.867314,0.602706,3.622161,4.201242,-40.290101,-16.705299,-13.719945,-3.692349,-9.50778,-4.680185,-6.514879,-2.706016,-198576073
11675,US Fund Equity Energy,2015 / 07,Invesco Energy B,3,81,74,70,63,-38.301272,-4.929893,-1.066925,1.8857,-49.508341,-22.509636,-17.311583,-5.837781,-11.303855,-5.856412,-7.671045,-3.458825,-214145860
11675,US Fund Equity Energy,2015 / 08,Invesco Energy B,3,73,72,58,51,-40.834026,-6.308764,-0.102421,0.889734,-41.311932,-20.622752,-15.974866,-6.263629,-9.293739,-5.138091,-6.80807,-3.460915,-42362757
11675,US Fund Equity Energy,2015 / 09,Invesco Energy B,3,72,71,62,57,-42.149512,-10.642771,-4.519912,-0.735547,-41.534985,-23.046023,-17.858774,-7.534591,-11.137519,-6.03759,-7.808245,-3.697542,40939041
11675,US Fund Equity Energy,2015 / 10,Invesco Energy B,3,67,64,59,61,-29.600923,-5.885114,-2.986697,1.254376,-34.800459,-22.083626,-17.31914,-6.59424,-9.066262,-5.455139,-7.368943,-3.826985,72865194
11675,US Fund Equity Energy,2015 / 11,Invesco Energy B,3,67,67,66,63,-21.198195,-6.18799,-4.60077,0.810451,-23.947181,-22.277525,-18.998202,-6.670439,-8.242628,-6.125575,-7.79504,-4.075887,-49312002
11675,US Fund Equity Energy,2015 / 12,Invesco Energy B,2,65,70,67,67,-29.904257,-11.251776,-9.044787,-1.061316,-31.288092,-26.379031,-21.61313,-8.367739,-7.832366,-7.357099,-8.282785,-4.731285,-105256534
11675,US Fund Equity Energy,2016 / 01,Invesco Energy B,2,70,69,72,64,-30.292651,-15.316978,-11.16123,-2.914863,-29.627342,-26.618108,-22.068667,-9.397867,-9.487708,-8.017571,-8.341615,-4.873977,264901441
11675,US Fund Equity Energy,2016 / 02,Invesco Energy B,3,70,70,72,68,-37.011825,-16.600994,-13.203576,-2.356824,-30.821132,-27.353147,-23.336592,-8.796608,-11.191741,-8.472329,-8.594686,-4.992421,428872919
11675,US Fund Equity Energy,2016 / 03,Invesco Energy B,3,58,63,66,61,-23.92303,-13.160777,-10.926051,-1.326462,-25.705836,-24.981981,-22.505465,-8.334715,-7.109202,-7.329162,-7.808953,-4.504049,324902991
11675,US Fund Equity Energy,2016 / 04,Invesco Energy B,3,57,61,64,61,-23.022855,-8.474527,-8.328428,-0.560738,-24.229348,-19.730078,-19.344319,-7.46771,-7.838017,-5.690455,-6.624163,-4.078233,141486422
11675,US Fund Equity Energy,2016 / 05,Invesco Energy B,2,68,67,66,62,-20.683486,-10.588041,-8.264401,-0.742716,-22.39947,-21.646339,-19.930143,-8.153362,-9.097275,-6.692774,-7.259744,-4.479517,219780963
11675,US Fund Equity Energy,2016 / 06,Invesco Energy B,3,68,71,65,64,-16.213017,-9.678912,-7.89027,-0.834053,-20.205656,-21.335106,-19.990057,-8.257943,-10.70914,-7.463811,-7.844852,-4.680679,-56568133
11675,US Fund Equity Energy,2016 / 07,Invesco Energy B,3,70,72,71,69,-7.762782,-11.927785,-9.122078,-1.272346,-13.376756,-23.085374,-22.501434,-9.019592,-8.701632,-7.435953,-8.516475,-4.481208,-271742465
11675,US Fund Equity Energy,2016 / 08,Invesco Energy B,3,81,73,67,71,-5.564007,-11.741829,-6.163377,-0.780769,-18.117013,-24.046226,-20.848526,-8.290033,-12.077411,-8.17525,-7.953145,-4.547586,-195927346
11675,US Fund Equity Energy,2016 / 09,Invesco Energy B,3,76,73,74,71,11.904615,-11.180168,-1.380672,0.312119,-3.525828,-22.341593,-17.754395,-6.925981,-6.355454,-7.960562,-6.731179,-4.137639,-35642857
11675,US Fund Equity Energy,2016 / 10,Invesco Energy B,3,76,73,73,63,-5.60937,-13.720163,-5.955817,-0.496465,-10.118454,-22.55876,-19.521371,-7.194632,-8.217801,-8.085979,-7.30448,-4.108266,83168606
11675,US Fund Equity Energy,2016 / 11,Invesco Energy B,3,80,67,71,69,5.935665,-10.325383,-4.349105,-0.278371,-2.122547,-19.394479,-18.794276,-7.163723,-6.200896,-7.317753,-7.076343,-3.95066,-114027314
11675,US Fund Equity Energy,2016 / 12,Invesco Energy B,3,79,71,74,70,23.63996,-10.707302,-3.299539,0.208435,11.680037,-19.579246,-17.959981,-6.737249,-3.666821,-7.298825,-6.648665,-3.895233,252944892
11676,US Fund Equity Energy,2015 / 01,Invesco Energy R5,3,57,60,47,,-16.492845,-3.033251,1.66731,,-30.717754,-20.501396,-13.92922,,-8.64343,-6.655336,-6.623156,,528019984
11676,US Fund Equity Energy,2015 / 02,Invesco Energy R5,3,61,59,49,,-18.515957,-3.227338,1.943166,,-34.021853,-21.227149,-14.241475,,-9.949726,-6.333475,-6.753685,,703714305
11676,US Fund Equity Energy,2015 / 03,Invesco Energy R5,3,69,64,49,,-23.859331,-2.578777,0.830539,,-36.59097,-18.693222,-13.634979,,-11.305683,-6.201713,-6.812686,,154777065
11676,US Fund Equity Energy,2015 / 04,Invesco Energy R5,3,66,55,45,,-18.295387,2.031781,3.02219,,-31.27335,-14.697531,-11.303379,,-7.322671,-4.28185,-5.052919,,399802690
11676,US Fund Equity Energy,2015 / 05,Invesco Energy R5,3,67,60,46,,-24.706115,4.308711,4.573304,,-36.512345,-15.366038,-11.968449,,-8.220115,-4.16093,-5.068364,,100734531
11676,US Fund Equity Energy,2015 / 06,Invesco Energy R5,3,66,60,46,,-32.092422,1.740442,4.786947,,-39.51521,-15.567562,-12.555159,,-8.732889,-3.542449,-5.350093,,-198576073
11676,US Fund Equity Energy,2015 / 07,Invesco Energy R5,3,67,63,49,,-37.596061,-3.853952,4.37E-02,,-48.80313,-21.433695,-16.20091,,-10.598643,-4.78047,-6.560373,,-214145860
11676,US Fund Equity Energy,2015 / 08,Invesco Energy R5,3,61,50,45,,-40.154321,-5.259789,1.008339,,-40.632227,-19.573777,-14.864105,,-8.614034,-4.089116,-5.69731,,-42362757
11676,US Fund Equity Energy,2015 / 09,Invesco Energy R5,3,66,56,48,,-41.477209,-9.632297,-3.456153,,-40.862682,-22.035549,-16.795015,,-10.465216,-5.027116,-6.744486,,40939041
11676,US Fund Equity Energy,2015 / 10,Invesco Energy R5,3,62,42,44,,-28.801869,-4.830433,-1.901365,,-34.001404,-21.028945,-16.233809,,-8.267208,-4.400458,-6.283611,,72865194
11676,US Fund Equity Energy,2015 / 11,Invesco Energy R5,3,58,45,52,,-20.273149,-5.126685,-3.522819,,-23.022134,-21.216221,-17.920251,,-7.317581,-5.064271,-6.717089,,-49312002
11676,US Fund Equity Energy,2015 / 12,Invesco Energy R5,3,56,56,54,,-29.051178,-10.236515,-8.017101,,-30.435013,-25.36377,-20.585443,,-6.979287,-6.341838,-7.255099,,-105256534
11676,US Fund Equity Energy,2016 / 01,Invesco Energy R5,3,64,59,56,38,-29.466594,-14.351251,-10.15975,-1.785946,-28.801285,-25.652381,-21.067187,-8.26895,-8.661651,-7.051844,-7.340135,-3.745061,264901441
11676,US Fund Equity Energy,2016 / 02,Invesco Energy R5,3,62,59,57,38,-36.236912,-15.638049,-12.213684,-1.216097,-30.04622,-26.390201,-22.346699,-7.655881,-10.416828,-7.509384,-7.604794,-3.851694,428872919
11676,US Fund Equity Energy,2016 / 03,Invesco Energy R5,3,39,55,54,36,-23.003229,-12.165336,-9.913945,-0.175716,-24.786035,-23.98654,-21.493358,-7.183968,-6.189401,-6.333722,-6.796847,-3.353302,324902991
11676,US Fund Equity Energy,2016 / 04,Invesco Energy R5,3,50,53,51,35,-22.1039,-7.419286,-7.281153,0.602264,-23.310393,-18.674838,-18.297045,-6.304707,-6.919062,-4.635214,-5.576888,-2.915231,141486422
11676,US Fund Equity Energy,2016 / 05,Invesco Energy R5,3,58,57,54,44,-19.717671,-9.564127,-7.218406,0.417576,-21.433655,-20.622425,-18.884148,-6.99307,-8.13146,-5.668859,-6.213749,-3.319225,219780963
11676,US Fund Equity Energy,2016 / 06,Invesco Energy R5,3,61,57,55,45,-15.187764,-8.627321,-6.837945,0.32705,-19.180404,-20.283515,-18.937732,-7.09684,-9.683887,-6.412221,-6.792526,-3.519576,-56568133
11676,US Fund Equity Energy,2016 / 07,Invesco Energy R5,3,56,59,58,45,-6.636934,-10.909543,-8.082284,-0.119412,-12.250907,-22.067132,-21.461641,-7.866659,-7.575783,-6.417711,-7.476682,-3.328274,-271742465
11676,US Fund Equity Energy,2016 / 08,Invesco Energy R5,3,71,65,58,45,-4.413029,-10.715866,-5.091716,0.375481,-16.966035,-23.020262,-19.776865,-7.133784,-10.926432,-7.149286,-6.881484,-3.391336,-195927346
11676,US Fund Equity Energy,2016 / 09,Invesco Energy R5,3,66,63,61,45,13.256067,-10.151042,-0.246451,1.482438,-2.174375,-21.312467,-16.620175,-5.755662,-5.004001,-6.931437,-5.596958,-2.96732,-35642857
11676,US Fund Equity Energy,2016 / 10,Invesco Energy R5,3,67,62,61,45,-4.47732,-12.727969,-4.887545,0.659964,-8.986404,-21.566566,-18.4531,-6.038203,-7.085751,-7.093785,-6.236209,-2.951837,83168606
11676,US Fund Equity Energy,2016 / 11,Invesco Energy R5,3,74,60,55,50,7.212339,-9.281641,-3.250454,0.886038,-0.845874,-18.350737,-17.695625,-5.999313,-4.924223,-6.274012,-5.977691,-2.786251,-114027314
11676,US Fund Equity Energy,2016 / 12,Invesco Energy R5,3,72,63,59,50,25.092783,-9.66755,-2.190367,1.377218,13.132861,-18.539494,-16.850809,-5.568467,-2.213997,-6.259072,-5.539493,-2.726451,252944892
11678,US Fund Equity Energy,2015 / 01,Invesco Energy Y,3,58,62,49,,-16.590146,-3.142024,1.548476,,-30.815055,-20.610169,-14.048054,,-8.740731,-6.76411,-6.74199,,528019984
11678,US Fund Equity Energy,2015 / 02,Invesco Energy Y,3,63,60,50,,-18.632227,-3.336399,1.818893,,-34.138122,-21.33621,-14.365747,,-10.065995,-6.442536,-6.877957,,703714305
11678,US Fund Equity Energy,2015 / 03,Invesco Energy Y,3,70,65,51,,-23.95482,-2.689776,0.709333,,-36.686459,-18.804221,-13.756186,,-11.401172,-6.312712,-6.933892,,154777065
11678,US Fund Equity Energy,2015 / 04,Invesco Energy Y,3,67,56,47,,-18.404637,1.915337,2.898132,,-31.382601,-14.813976,-11.427437,,-7.431922,-4.398295,-5.176978,,399802690
11678,US Fund Equity Energy,2015 / 05,Invesco Energy Y,3,68,64,47,,-24.800382,4.180857,4.443067,,-36.606612,-15.493892,-12.098686,,-8.314382,-4.288784,-5.198601,,100734531
11678,US Fund Equity Energy,2015 / 06,Invesco Energy Y,3,67,62,47,,-32.181507,1.623559,4.661677,,-39.604295,-15.684446,-12.680429,,-8.821974,-3.659333,-5.475364,,-198576073
11678,US Fund Equity Energy,2015 / 07,Invesco Energy Y,3,69,65,53,,-37.681672,-3.976748,-7.15E-02,,-48.888742,-21.556491,-16.316121,,-10.684255,-4.903266,-6.675583,,-214145860
11678,US Fund Equity Energy,2015 / 08,Invesco Energy Y,3,63,51,46,,-40.243782,-5.363762,0.896726,,-40.721688,-19.677749,-14.975718,,-8.703495,-4.193089,-5.808923,,-42362757
11678,US Fund Equity Energy,2015 / 09,Invesco Energy Y,3,67,57,51,,-41.566683,-9.747242,-3.560625,,-40.952155,-22.150494,-16.899487,,-10.55469,-5.142061,-6.848959,,40939041
11678,US Fund Equity Energy,2015 / 10,Invesco Energy Y,3,63,48,48,,-28.911173,-4.94652,-2.011131,,-34.110709,-21.145031,-16.343575,,-8.376512,-4.516545,-6.393377,,72865194
11678,US Fund Equity Energy,2015 / 11,Invesco Energy Y,3,59,47,53,,-20.409369,-5.240519,-3.635549,,-23.158354,-21.330055,-18.032982,,-7.453801,-5.178105,-6.82982,,-49312002
11678,US Fund Equity Energy,2015 / 12,Invesco Energy Y,3,57,57,57,,-29.184969,-10.354596,-8.131012,,-30.568804,-25.481851,-20.699354,,-7.113078,-6.459919,-7.36901,,-105256534
11678,US Fund Equity Energy,2016 / 01,Invesco Energy Y,3,65,60,58,,-29.58618,-14.459118,-10.264185,,-28.920871,-25.760248,-21.171621,,-8.781237,-7.159712,-7.44457,,264901441
11678,US Fund Equity Energy,2016 / 02,Invesco Energy Y,3,64,60,59,,-36.349632,-15.748392,-12.324986,,-30.15894,-26.500544,-22.458001,,-10.529548,-7.619727,-7.716096,,428872919
11678,US Fund Equity Energy,2016 / 03,Invesco Energy Y,3,43,56,58,,-23.15501,-12.286125,-10.029215,,-24.937816,-24.107328,-21.608629,,-6.341182,-6.45451,-6.912117,,324902991
11678,US Fund Equity Energy,2016 / 04,Invesco Energy Y,3,53,54,52,,-22.259572,-7.557528,-7.406647,,-23.466065,-18.81308,-18.422539,,-7.074734,-4.773457,-5.702383,,141486422
11678,US Fund Equity Energy,2016 / 05,Invesco Energy Y,3,59,58,56,,-19.857359,-9.683186,-7.338677,,-21.573343,-20.741484,-19.004419,,-8.271148,-5.787918,-6.33402,,219780963
11678,US Fund Equity Energy,2016 / 06,Invesco Energy Y,3,63,58,56,,-15.342252,-8.753955,-6.958115,,-19.334892,-20.410148,-19.057902,,-9.838375,-6.538854,-6.912697,,-56568133
11678,US Fund Equity Energy,2016 / 07,Invesco Energy Y,2,59,61,59,,-6.792703,-11.031048,-8.200356,,-12.406676,-22.188637,-21.579712,,-7.731552,-6.539216,-7.594753,,-271742465
11678,US Fund Equity Energy,2016 / 08,Invesco Energy Y,3,74,66,59,,-4.593524,-10.844759,-5.214314,,-17.14653,-23.149155,-19.899463,,-11.106928,-7.278179,-7.004082,,-195927346
11678,US Fund Equity Energy,2016 / 09,Invesco Energy Y,2,67,65,62,,13.048991,-10.288002,-0.38742,,-2.381452,-21.449427,-16.761144,,-5.211078,-7.068397,-5.737927,,-35642857
11678,US Fund Equity Energy,2016 / 10,Invesco Energy Y,2,68,65,62,,-4.623971,-12.84852,-5.006584,,-9.133054,-21.687117,-18.572139,,-7.232402,-7.214337,-6.355248,,83168606
11678,US Fund Equity Energy,2016 / 11,Invesco Energy Y,3,75,61,57,,6.993233,-9.422432,-3.387891,,-1.064979,-18.491527,-17.833062,,-5.143328,-6.414802,-6.115128,,-114027314
11678,US Fund Equity Energy,2016 / 12,Invesco Energy Y,3,74,64,63,,24.916382,-9.795839,-2.319808,,12.956459,-18.667783,-16.98025,,-2.390399,-6.387362,-5.668934,,252944892
11680,US Fund Emerging Markets Bond,2015 / 01,Invesco Emerging Markets Flexible Bd R6,,71,,,,-1.252079,,,,-10.418818,,,,-8.233639,,,,-498697009
11680,US Fund Emerging Markets Bond,2015 / 02,Invesco Emerging Markets Flexible Bd R6,,81,,,,-5.442589,,,,-12.301,,,,-10.353564,,,,168132886
11680,US Fund Emerging Markets Bond,2015 / 03,Invesco Emerging Markets Flexible Bd R6,,78,,,,-9.761877,,,,-15.409649,,,,-13.843143,,,,243022667
11680,US Fund Emerging Markets Bond,2015 / 04,Invesco Emerging Markets Flexible Bd R6,,78,,,,-8.066761,,,,-14.122989,,,,-12.568975,,,,241758223
11680,US Fund Emerging Markets Bond,2015 / 05,Invesco Emerging Markets Flexible Bd R6,,81,,,,-12.662795,,,,-15.125633,,,,-13.386325,,,,25361035
11680,US Fund Emerging Markets Bond,2015 / 06,Invesco Emerging Markets Flexible Bd R6,,79,,,,-14.614784,,,,-15.12414,,,,-13.0484,,,,-1022356443
11680,US Fund Emerging Markets Bond,2015 / 07,Invesco Emerging Markets Flexible Bd R6,,79,,,,-16.131506,,,,-16.734377,,,,-14.853039,,,,-495169145
11680,US Fund Emerging Markets Bond,2015 / 08,Invesco Emerging Markets Flexible Bd R6,,77,,,,-19.858892,,,,-18.713326,,,,-16.877942,,,,-964155104
11680,US Fund Emerging Markets Bond,2015 / 09,Invesco Emerging Markets Flexible Bd R6,2,79,74,,,-18.581382,-8.667121,,,-17.961998,-10.166569,,,-16.622487,-9.179739,,,-925766762
11680,US Fund Emerging Markets Bond,2015 / 10,Invesco Emerging Markets Flexible Bd R6,2,77,74,,,-15.888928,-7.571889,,,-16.274156,-9.689023,,,-15.387736,-8.857231,,,-490314820
11680,US Fund Emerging Markets Bond,2015 / 11,Invesco Emerging Markets Flexible Bd R6,2,78,76,,,-16.218173,-8.481433,,,-16.456178,-10.181287,,,-16.045803,-9.228723,,,-919801227
11680,US Fund Emerging Markets Bond,2015 / 12,Invesco Emerging Markets Flexible Bd R6,2,80,76,,,-13.690766,-9.894127,,,-14.875065,-10.881597,,,-14.919495,-9.825175,,,-903360913
11680,US Fund Emerging Markets Bond,2016 / 01,Invesco Emerging Markets Flexible Bd R6,2,82,78,,,-15.040705,-10.44589,,,-15.107383,-11.825401,,,-15.722401,-10.788709,,,-1136645543
11680,US Fund Emerging Markets Bond,2016 / 02,Invesco Emerging Markets Flexible Bd R6,2,87,82,,,-14.299518,-10.339825,,,-15.413179,-12.465604,,,-15.752714,-11.402294,,,-744038179
11680,US Fund Emerging Markets Bond,2016 / 03,Invesco Emerging Markets Flexible Bd R6,1,98,98,,,-10.494477,-9.625623,,,-14.681594,-13.066881,,,-14.852468,-12.056923,,,-115093572
11680,US Fund Emerging Markets Bond,2016 / 04,Invesco Emerging Markets Flexible Bd R6,1,98,97,,,-11.97342,-10.087371,,,-16.301636,-13.14289,,,-16.273782,-12.212608,,,196618794
11680,US Fund Emerging Markets Bond,2016 / 05,Invesco Emerging Markets Flexible Bd R6,1,97,96,,,-10.091167,-8.480132,,,-14.640019,-12.731445,,,-14.640976,-11.83349,,,-68123677
11680,US Fund Emerging Markets Bond,2016 / 06,Invesco Emerging Markets Flexible Bd R6,1,98,98,,,-7.141857,-6.461347,,,-16.927189,-13.656945,,,-17.459758,-12.900202,,,-49864349
11680,US Fund Emerging Markets Bond,2016 / 07,Invesco Emerging Markets Flexible Bd R6,1,97,97,,,-3.093702,-5.93261,,,-14.310277,-13.337546,,,-14.670112,-12.583982,,,2860329327
11680,US Fund Emerging Markets Bond,2016 / 08,Invesco Emerging Markets Flexible Bd R6,1,97,96,,,2.08291,-4.257121,,,-12.161062,-13.237314,,,-12.734786,-12.51987,,,1360829805
11680,US Fund Emerging Markets Bond,2016 / 09,Invesco Emerging Markets Flexible Bd R6,1,97,96,,,4.756076,-5.763308,,,-11.448163,-13.958096,,,-12.064198,-13.200605,,,1350320065
11680,US Fund Emerging Markets Bond,2016 / 10,Invesco Emerging Markets Flexible Bd R6,1,97,97,,,0.726695,-6.398393,,,-10.974192,-13.167847,,,-10.858462,-12.373905,,,588618707
11680,US Fund Emerging Markets Bond,2016 / 11,Invesco Emerging Markets Flexible Bd R6,1,95,97,,,1.567009,-5.665654,,,-5.624708,-11.563915,,,-5.431368,-10.955115,,,-565236101
11680,US Fund Emerging Markets Bond,2016 / 12,Invesco Emerging Markets Flexible Bd R6,1,92,98,,,5.233263,-5.218964,,,-4.918294,-11.406402,,,-4.959499,-10.805353,,,-1060800676
11681,US Fund Technology,2015 / 01,Invesco Technology Sector A,1,41,90,87,91,9.986423,11.818269,11.558189,5.34336,-4.3106,-7.79025,-6.424675,-4.153916,-6.886614,-3.630797,-4.035717,-4.31682,5781576
11681,US Fund Technology,2015 / 02,Invesco Technology Sector A,1,42,90,86,92,11.889477,12.006311,12.294591,6.045522,-4.693114,-8.228025,-6.332384,-4.268698,-8.913802,-3.993609,-4.035,-4.430915,-5928711
11681,US Fund Technology,2015 / 03,Invesco Technology Sector A,1,32,87,84,92,14.00001,9.652545,10.735058,6.087595,-4.116549,-8.453716,-5.980928,-4.37648,-3.269208,-3.380886,-3.46871,-4.333351,117343047
11681,US Fund Technology,2015 / 04,Invesco Technology Sector A,1,69,92,90,94,15.735005,10.027808,9.48514,6.327282,-5.783794,-8.979162,-6.813442,-4.666503,-3.790899,-4.598004,-4.553328,-4.761015,-125162827
11681,US Fund Technology,2015 / 05,Invesco Technology Sector A,1,72,94,88,93,14.144757,15.229096,12.518749,5.760276,-6.745797,-7.825788,-6.428896,-4.711763,-4.00992,-3.524955,-3.805084,-4.614701,97793484
11681,US Fund Technology,2015 / 06,Invesco Technology Sector A,1,64,93,79,91,8.168484,13.313397,14.427708,5.805747,-6.268387,-7.542878,-5.750268,-4.546176,-1.261649,-2.819494,-2.480133,-4.291694,259592225
11681,US Fund Technology,2015 / 07,Invesco Technology Sector A,1,35,87,73,91,14.276407,15.120844,14.137059,5.595664,-4.43233,-6.805486,-5.114985,-4.400772,3.355629,-1.62056,-1.57817,-4.013171,-142454742
11681,US Fund Technology,2015 / 08,Invesco Technology Sector A,1,42,84,54,89,1.492544,11.071543,14.424594,4.93635,-3.995441,-6.322474,-4.679349,-4.455531,1.586615,-1.390372,-1.548444,-4.053625,-397630328
11681,US Fund Technology,2015 / 09,Invesco Technology Sector A,1,59,88,66,89,5.00E-06,9.457583,10.663112,4.409612,-3.995556,-6.020988,-4.99503,-4.612246,-0.144278,-2.19407,-2.337053,-4.379656,-125155071
11681,US Fund Technology,2015 / 10,Invesco Technology Sector A,1,58,87,56,89,8.158223,15.764746,11.79801,5.702969,-2.236215,-5.03852,-4.621276,-4.465547,-1.005002,-2.333316,-2.038186,-4.405528,424824724
11681,US Fund Technology,2015 / 11,Invesco Technology Sector A,2,66,86,62,87,5.724513,15.124446,11.779719,5.408637,-2.132778,-5.640209,-4.981299,-4.321539,0.544281,-2.909265,-2.512341,-4.100926,506601888
11681,US Fund Technology,2015 / 12,Invesco Technology Sector A,2,44,85,70,86,6.467366,13.897766,9.808274,5.382744,-0.495651,-5.910295,-5.097472,-4.264985,2.457668,-2.809616,-2.593618,-4.0744,446862663
11681,US Fund Technology,2016 / 01,Invesco Technology Sector A,2,76,89,80,88,-4.570714,8.249796,6.380762,3.483754,-5.272983,-6.807874,-6.265131,-4.787681,-6.295211,-5.58633,-3.815044,-4.813443,-532621303
11681,US Fund Technology,2016 / 02,Invesco Technology Sector A,1,84,87,84,88,-14.531873,6.989768,4.448394,3.362383,-7.463166,-7.38543,-7.268869,-4.903262,-7.151941,-6.05712,-4.985511,-4.929845,-354847268
11681,US Fund Technology,2016 / 03,Invesco Technology Sector A,1,85,85,84,88,-7.602326,8.295964,6.174458,3.994071,-8.155974,-7.337849,-7.047132,-4.719492,-11.794423,-7.184063,-5.713627,-4.993189,-303054120
11681,US Fund Technology,2016 / 04,Invesco Technology Sector A,2,83,84,82,88,-7.096001,9.062348,5.325276,3.936274,-4.908318,-5.107706,-6.72039,-4.647374,-4.031719,-4.134789,-4.710311,-4.51196,-208310391
11681,US Fund Technology,2016 / 05,Invesco Technology Sector A,2,80,83,84,88,-5.590775,9.371261,6.474095,5.335677,-4.415101,-4.727859,-6.691983,-4.344291,-6.081041,-4.34058,-5.212253,-4.579753,-493674385
11681,US Fund Technology,2016 / 06,Invesco Technology Sector A,1,86,83,86,88,-6.489665,8.790368,6.479047,5.218871,-4.810174,-5.062251,-6.699133,-4.261868,-8.988791,-5.651227,-5.348226,-4.610166,-431126640
11681,US Fund Technology,2016 / 07,Invesco Technology Sector A,2,89,83,87,89,-2.110662,9.388475,8.869167,6.397532,-4.032417,-4.472586,-5.908318,-4.205318,-10.757883,-5.867629,-4.632577,-4.687238,-759872402
11681,US Fund Technology,2016 / 08,Invesco Technology Sector A,2,89,83,87,89,5.269611,9.823287,10.903347,5.915535,-5.256998,-4.796378,-5.644875,-4.328616,-12.71143,-6.456532,-4.741546,-4.567123,-8783176
11681,US Fund Technology,2016 / 09,Invesco Technology Sector A,2,88,82,90,88,12.253974,9.327191,12.433943,5.874574,-4.170333,-4.125493,-6.102339,-4.20765,-10.088059,-6.748985,-4.712987,-4.429509,23519217
11681,US Fund Technology,2016 / 10,Invesco Technology Sector A,2,88,81,90,89,-0.857141,8.165152,9.226261,5.414402,-4.825314,-2.966304,-6.28831,-3.899507,-11.143152,-6.16913,-5.106373,-4.426031,160243608
11681,US Fund Technology,2016 / 11,Invesco Technology Sector A,2,92,82,91,90,-2.820079,7.318401,9.75179,5.047492,-8.352982,-3.458907,-6.922354,-4.261916,-12.745367,-5.941986,-5.160123,-4.493847,-624272374
11681,US Fund Technology,2016 / 12,Invesco Technology Sector A,2,97,84,93,89,-1.355144,5.354733,10.141018,5.198395,-10.222283,-4.787865,-6.928179,-4.307632,-15.418993,-6.825959,-5.345879,-4.569921,-119188174
11682,US Fund Technology,2015 / 01,Invesco Technology Sector B,1,45,93,91,95,9.231978,11.01861,10.751392,4.542168,-5.065045,-8.58991,-7.231472,-4.955108,-7.64106,-4.430456,-4.842514,-5.118013,5781576
11682,US Fund Technology,2015 / 02,Invesco Technology Sector B,1,49,97,90,96,11.086662,11.177585,11.447739,5.238663,-5.495929,-9.056751,-7.179236,-5.075557,-9.716617,-4.822334,-4.881851,-5.237774,-5928711
11682,US Fund Technology,2015 / 03,Invesco Technology Sector B,1,45,96,89,96,13.109781,8.807922,9.891625,5.281253,-5.006779,-9.298339,-6.824361,-5.182822,-4.159437,-4.22551,-4.312143,-5.139693,117343047
11682,US Fund Technology,2015 / 04,Invesco Technology Sector B,1,78,97,92,96,14.928935,9.179333,8.64955,5.522342,-6.589864,-9.827637,-7.649033,-5.471444,-4.596969,-5.446478,-5.388919,-5.565956,-125162827
11682,US Fund Technology,2015 / 05,Invesco Technology Sector B,1,80,96,93,97,13.328347,14.40812,11.687286,4.965286,-7.562207,-8.646764,-7.260358,-5.506754,-4.826329,-4.34593,-4.636547,-5.409691,97793484
11682,US Fund Technology,2015 / 06,Invesco Technology Sector B,1,72,97,87,95,7.383067,12.490037,13.555573,5.009772,-7.053803,-8.366237,-6.622403,-5.34215,-2.047065,-3.642853,-3.352268,-5.087669,259592225
11682,US Fund Technology,2015 / 07,Invesco Technology Sector B,1,45,95,81,95,13.452937,14.283527,13.273803,4.798444,-5.255799,-7.642803,-5.97824,-5.197993,2.53216,-2.457877,-2.441425,-4.810391,-142454742
